filename,length,Overlap_Score,Overlap_Score (Merged)
07__michelle.wav.txt,162.240, 0.564, 0.643
07__please_mister_postman.wav.txt,156.280, 0.730, 0.795
07__please_please_me.wav.txt,119.400, 0.720, 0.742
07__she_said_she_said.wav.txt,156.900, 0.699, 0.709
07__ticket_to_ride.wav.txt,192.320, 0.645, 0.770
07_dont_stop_me_now.wav.txt,211.730, 0.532, 0.672
08__act_naturally.wav.txt,153.050, 0.823, 0.832
08__any_time_at_all.wav.txt,133.210, 0.672, 0.748
08__because.wav.txt,165.520, 0.599, 0.635
08__blass.wav.txt,171.800, 0.570, 0.660
08__eight_days_a_week.wav.txt,161.210, 0.762, 0.787
08__good_day_sunshine.wav.txt,129.300, 0.762, 0.814
08__ive_got_a_feeling.wav.txt,217.930, 0.502, 0.558
08__love_me_do.wav.txt,138.660, 0.505, 0.534
08__roll_over_beethoven.wav.txt,167.120, 0.580, 0.698
08__strawberry_fields_forever.wav.txt,250.560, 0.624, 0.656
08__what_goes_on.wav.txt,170.390, 0.753, 0.858
08__within_you_without_you.wav.txt,304.980, 0.283, 0.325
08_save_me.wav.txt,228.600, 0.649, 0.704
09__and_your_bird_can_sing.wav.txt,121.570, 0.756, 0.799
09__girl.wav.txt,153.310, 0.677, 0.696
09__hold_me_tight.wav.txt,152.460, 0.619, 0.703
09__ill_cry_instead.wav.txt,107.670, 0.782, 0.815
09__its_only_love.wav.txt,118.640, 0.581, 0.674
09__mr_morgan.wav.txt,183.130, 0.581, 0.631
09__one_after_909.wav.txt,175.520, 0.625, 0.814
09__p._s._i_love_you.wav.txt,121.760, 0.753, 0.753
09__penny_lane.wav.txt,183.350, 0.667, 0.715
09__when_im_sixtyfour.wav.txt,157.620, 0.714, 0.778
09__words_of_love.wav.txt,133.020, 0.725, 0.736
09__you_never_give_me_your_money.wav.txt,242.320, 0.668, 0.703
09_crazy_little_thing_called_love.wav.txt,163.830, 0.409, 0.508
09_who_wants_to_live_forever.wav.txt,297.270, 0.668, 0.711
10__baby_its_you.wav.txt,152.210, 0.724, 0.834
10__baby_youre_a_rich_man.wav.txt,183.660, 0.626, 0.639
10__for_no_one.wav.txt,121.190, 0.715, 0.731
10__honey_dont.wav.txt,176.120, 0.801, 0.806
10__im_looking_through_you.wav.txt,147.570, 0.521, 0.580
10__liebesleid.wav.txt,266.230, 0.611, 0.694
10__sun_king.wav.txt,146.300, 0.507, 0.615
10__the_long_and_winding_road.wav.txt,217.860, 0.687, 0.713
10__things_we_said_today.wav.txt,158.710, 0.628, 0.722
10__you_like_me_too_much.wav.txt,158.660, 0.739, 0.761
10__you_really_got_a_hold_on_me.wav.txt,182.760, 0.706, 0.757
10_somebody_to_love.wav.txt,297.670, 0.552, 0.593
11__all_you_need_is_love.wav.txt,228.220, 0.565, 0.592
11__do_you_want_to_know_a_secret.wav.txt,115.260, 0.491, 0.523
11__doctor_robert.wav.txt,134.740, 0.805, 0.868
11__every_little_thing.wav.txt,119.820, 0.786, 0.805
11__for_you_blue.wav.txt,152.660, 0.642, 0.674
11__good_morning_good_morning.wav.txt,161.220, 0.485, 0.526
11__i_wanna_be_your_man.wav.txt,118.750, 0.530, 0.773
11__ich_kann_heute_nicht.wav.txt,138.170, 0.630, 0.642
11__in_my_life.wav.txt,147.860, 0.734, 0.785
11__mean_mr_mustard.wav.txt,66.212, 0.760, 0.816
11__tell_me_what_you_see.wav.txt,159.560, 0.623, 0.633
11__when_i_get_home.wav.txt,138.170, 0.576, 0.677
12__a_taste_of_honey.wav.txt,120.350, 0.692, 0.729
12__devil_in_her_heart.wav.txt,147.490, 0.799, 0.803
12__get_back.wav.txt,186.920, 0.511, 0.689
12__i_dont_want_to_spoil_the_party.wav.txt,151.630, 0.804, 0.816
12__i_want_to_tell_you.wav.txt,149.700, 0.806, 0.846
12__ive_just_seen_a_face.wav.txt,127.010, 0.719, 0.743
12__jakob_und_marie.wav.txt,186.110, 0.683, 0.789
12__polythene_pam.wav.txt,72.723, 0.470, 0.600
12__sgt._peppers_lonely_hearts_club_band_reprise.wav.txt,78.869, 0.606, 0.680
12__wait.wav.txt,136.600, 0.597, 0.677
12__you_cant_do_that.wav.txt,157.430, 0.684, 0.725
12_good_oldfashioned_lover_boy.wav.txt,175.830, 0.528, 0.622
13__a_day_in_the_life.wav.txt,333.700, 0.467, 0.571
13__got_to_get_you_into_my_life.wav.txt,150.540, 0.557, 0.636
13__if_i_needed_someone.wav.txt,143.490, 0.770, 0.822
13__ill_be_back.wav.txt,140.310, 0.743, 0.769
13__not_a_second_time.wav.txt,128.190, 0.545, 0.683
13__paparazzi.wav.txt,234.470, 0.622, 0.696
13__she_came_in_through_the_bathroom_window.wav.txt,117.710, 0.597, 0.628
13__theres_a_place.wav.txt,107.630, 0.670, 0.694
13__what_youre_doing.wav.txt,150.300, 0.686, 0.716
13__yesterday.wav.txt,127.210, 0.592, 0.633
13_play_the_game.wav.txt,213.310, 0.546, 0.586
14__dizzy_miss_lizzie.wav.txt,174.050, 0.791, 0.832
14__everybodys_trying_to_be_my_baby.wav.txt,142.630, 0.794, 0.828
14__golden_slumbers.wav.txt,91.566, 0.783, 0.819
14__money.wav.txt,167.340, 0.478, 0.707
14__run_for_your_life.wav.txt,138.550, 0.718, 0.789
14__santa_donna_lucia_mobile.wav.txt,100.650, 0.662, 0.686
14__tomorrow_never_knows.wav.txt,177.120, 0.676, 0.755
14__twist_and_shout.wav.txt,152.000, 0.603, 0.640
14_hammer_to_fall.wav.txt,220.510, 0.502, 0.527
15__carry_that_weight.wav.txt,96.868, 0.815, 0.815
15__es_wird_alles_wieder_gut_herr_professor.wav.txt,151.910, 0.553, 0.683
15_friends_will_be_friends.wav.txt,248.890, 0.651, 0.685
15_seven_seas_of_rhye.wav.txt,170.470, 0.466, 0.629
16__the_end.wav.txt,139.780, 0.439, 0.477
16__zu_leise_fuXXr_mich.wav.txt,241.040, 0.366, 0.439
16_we_will_rock_you.wav.txt,122.770, 0.200, 0.208
17__duell.wav.txt,237.190, 0.529, 0.591
17__her_majesty.wav.txt,23.125, 0.456, 0.543
17_we_are_the_champions.wav.txt,181.400, 0.501, 0.623
18__zuhause.wav.txt,210.750, 0.483, 0.549
cd1__01__back_in_the_ussr.wav.txt,163.260, 0.617, 0.643
cd1__02__dear_prudence.wav.txt,236.360, 0.498, 0.529
cd1__03__glass_onion.wav.txt,138.020, 0.511, 0.575
cd1__04__obladi_oblada.wav.txt,188.900, 0.751, 0.776
cd1__07__while_my_guitar_gently_weeps.wav.txt,285.390, 0.596, 0.671
cd1__08__happiness_is_a_warm_gun.wav.txt,163.420, 0.653, 0.758
cd1__09__martha_my_dear.wav.txt,148.720, 0.688, 0.699
cd1__10__im_so_tired.wav.txt,123.270, 0.688, 0.776
cd1__11__black_bird.wav.txt,138.280, 0.509, 0.540
cd1__12__piggies.wav.txt,124.240, 0.666, 0.685
cd1__13__rocky_raccoon.wav.txt,212.780, 0.695, 0.755
cd1__15__why_dont_we_do_it_in_the_road.wav.txt,101.390, 0.821, 0.821
cd1__16__i_will.wav.txt,106.030, 0.517, 0.541
cd1__17__julia.wav.txt,173.480, 0.684, 0.703
cd2__01__birthday.wav.txt,162.890, 0.550, 0.568
cd2__02__yer_blues.wav.txt,241.090, 0.494, 0.654
cd2__03__mother_natures_son.wav.txt,167.980, 0.563, 0.613
cd2__04__everybodys_got_something_to_hide_except_me_and_m.wav.txt,144.840, 0.552, 0.613
cd2__05__sexy_sadie.wav.txt,195.390, 0.649, 0.678
cd2__06__helter_skelter.wav.txt,269.740, 0.485, 0.611
cd2__07__long_long_long.wav.txt,184.350, 0.611, 0.751
cd2__08__revolution_1.wav.txt,255.640, 0.771, 0.807
cd2__09__honey_pie.wav.txt,161.300, 0.639, 0.674
cd2__10__savoy_truffle.wav.txt,174.890, 0.616, 0.644
cd2__11__cry_baby_cry.wav.txt,181.860, 0.576, 0.624
cd2__13__good_night.wav.txt,191.650, 0.534, 0.548

Ave.,, 0.636, 0.694 

Weighted Ave.,, 0.629, 0.688 
