filename,length,Overlap_Score,Overlap_Score (Merged)
04__i_need_you.wav.txt,151.270, 0.517, 0.664
04__im_happy_just_to_dance_with_you.wav.txt,118.630, 0.600, 0.617
04__nowhere_man.wav.txt,163.980, 0.642, 0.679
04__oh_darling.wav.txt,206.550, 0.705, 0.786
04__rock_and_roll_music.wav.txt,149.140, 0.822, 0.875
04_fat_bottomed_girls.wav.txt,204.560, 0.636, 0.665
05__and_i_love_her.wav.txt,150.840, 0.769, 0.810
05__andersrum.wav.txt,122.280, 0.735, 0.746
05__another_girl.wav.txt,127.560, 0.133, 0.304
05__boys.wav.txt,143.490, 0.221, 0.369
05__dig_it.wav.txt,49.994, 0.767, 0.776
05__fixing_a_hole.wav.txt,156.470, 0.542, 0.628
05__here_there_and_everywhere.wav.txt,145.710, 0.675, 0.678
05__ill_follow_the_sun.wav.txt,106.540, 0.812, 0.813
05__little_child.wav.txt,107.650, 0.738, 0.804
05__octopuss_garden.wav.txt,171.100, 0.847, 0.851
05__think_for_yourself.wav.txt,139.150, 0.729, 0.845
05__your_mother_should_know.wav.txt,149.620, 0.760, 0.768
05_bicycle_race.wav.txt,183.800, 0.539, 0.579
05_i_want_to_break_free.wav.txt,258.730, 0.880, 0.896
06__ask_me_why.wav.txt,143.980, 0.661, 0.699
06__i_am_the_walrus.wav.txt,272.780, 0.650, 0.706
06__i_want_you.wav.txt,467.150, 0.624, 0.668
06__let_it_be.wav.txt,243.280, 0.828, 0.828
06__mr._moonlight.wav.txt,153.080, 0.862, 0.887
06__shes_leaving_home.wav.txt,214.950, 0.631, 0.634
06__tell_me_why.wav.txt,130.030, 0.514, 0.532
06__the_word.wav.txt,163.620, 0.560, 0.742
06__tigerfest.wav.txt,203.090, 0.715, 0.745
06__till_there_was_you.wav.txt,136.560, 0.649, 0.696
06__yellow_submarine.wav.txt,159.860, 0.667, 0.696
06__youre_going_to_lose_that_girl.wav.txt,140.060, 0.731, 0.791
06_youre_my_best_friend.wav.txt,172.170, 0.679, 0.704
07__akne.wav.txt,203.410, 0.688, 0.722
07__being_for_the_benefit_of_mr._kite.wav.txt,156.970, 0.611, 0.628
07__cant_buy_me_love.wav.txt,132.900, 0.633, 0.680
07__hello_goodbye.wav.txt,211.450, 0.698, 0.704
07__here_comes_the_sun.wav.txt,185.530, 0.700, 0.718
07__kansas_city_hey_hey_hey_hey.wav.txt,144.680, 0.726, 0.729
07__maggie_mae.wav.txt,40.601, 0.799, 0.799
07__michelle.wav.txt,162.240, 0.622, 0.667
07__please_mister_postman.wav.txt,156.280, 0.714, 0.805
07__please_please_me.wav.txt,119.400, 0.656, 0.684
07__she_said_she_said.wav.txt,156.900, 0.706, 0.733
07__ticket_to_ride.wav.txt,192.320, 0.370, 0.416
07_dont_stop_me_now.wav.txt,211.730, 0.570, 0.665
08__act_naturally.wav.txt,153.050, 0.854, 0.860
08__any_time_at_all.wav.txt,133.210, 0.660, 0.721
08__because.wav.txt,165.520, 0.637, 0.702
08__blass.wav.txt,171.800, 0.679, 0.700
08__eight_days_a_week.wav.txt,161.210, 0.844, 0.858
08__good_day_sunshine.wav.txt,129.300, 0.779, 0.805
08__ive_got_a_feeling.wav.txt,217.930, 0.553, 0.613
08__love_me_do.wav.txt,138.660, 0.633, 0.639
08__roll_over_beethoven.wav.txt,167.120, 0.601, 0.675
08__strawberry_fields_forever.wav.txt,250.560, 0.635, 0.667
08__what_goes_on.wav.txt,170.390, 0.698, 0.764
08__within_you_without_you.wav.txt,304.980, 0.476, 0.503
08_save_me.wav.txt,228.600, 0.766, 0.806
09__and_your_bird_can_sing.wav.txt,121.570, 0.794, 0.794
09__girl.wav.txt,153.310, 0.741, 0.750
09__hold_me_tight.wav.txt,152.460, 0.589, 0.620
09__ill_cry_instead.wav.txt,107.670, 0.782, 0.825
09__its_only_love.wav.txt,118.640, 0.774, 0.786
09__mr_morgan.wav.txt,183.130, 0.716, 0.724
09__one_after_909.wav.txt,175.520, 0.524, 0.612
09__p._s._i_love_you.wav.txt,121.760, 0.842, 0.856
09__penny_lane.wav.txt,183.350, 0.742, 0.774
09__when_im_sixtyfour.wav.txt,157.620, 0.804, 0.813
09__words_of_love.wav.txt,133.020, 0.800, 0.804
09__you_never_give_me_your_money.wav.txt,242.320, 0.683, 0.716
09_crazy_little_thing_called_love.wav.txt,163.830, 0.527, 0.582
09_who_wants_to_live_forever.wav.txt,297.270, 0.740, 0.776
10__baby_its_you.wav.txt,152.210, 0.849, 0.863
10__baby_youre_a_rich_man.wav.txt,183.660, 0.508, 0.599
10__for_no_one.wav.txt,121.190, 0.738, 0.747
10__honey_dont.wav.txt,176.120, 0.808, 0.816
10__im_looking_through_you.wav.txt,147.570, 0.518, 0.582
10__liebesleid.wav.txt,266.230, 0.672, 0.717
10__sun_king.wav.txt,146.300, 0.520, 0.588
10__the_long_and_winding_road.wav.txt,217.860, 0.744, 0.748
10__things_we_said_today.wav.txt,158.710, 0.715, 0.752
10__you_like_me_too_much.wav.txt,158.660, 0.754, 0.767
10__you_really_got_a_hold_on_me.wav.txt,182.760, 0.786, 0.814
10_somebody_to_love.wav.txt,297.670, 0.643, 0.665
11__all_you_need_is_love.wav.txt,228.220, 0.622, 0.651
11__do_you_want_to_know_a_secret.wav.txt,115.260, 0.341, 0.392
11__doctor_robert.wav.txt,134.740, 0.577, 0.590
11__every_little_thing.wav.txt,119.820, 0.802, 0.807
11__for_you_blue.wav.txt,152.660, 0.724, 0.762
11__good_morning_good_morning.wav.txt,161.220, 0.506, 0.551
11__i_wanna_be_your_man.wav.txt,118.750, 0.777, 0.803
11__ich_kann_heute_nicht.wav.txt,138.170, 0.651, 0.662
11__in_my_life.wav.txt,147.860, 0.752, 0.810
11__mean_mr_mustard.wav.txt,66.212, 0.790, 0.802
11__tell_me_what_you_see.wav.txt,159.560, 0.693, 0.705
11__when_i_get_home.wav.txt,138.170, 0.555, 0.592
12__a_taste_of_honey.wav.txt,120.350, 0.502, 0.633
12__devil_in_her_heart.wav.txt,147.490, 0.799, 0.815
12__get_back.wav.txt,186.920, 0.549, 0.634
12__i_dont_want_to_spoil_the_party.wav.txt,151.630, 0.792, 0.802
12__i_want_to_tell_you.wav.txt,149.700, 0.805, 0.818
12__ive_just_seen_a_face.wav.txt,127.010, 0.807, 0.828
12__jakob_und_marie.wav.txt,186.110, 0.658, 0.799
12__polythene_pam.wav.txt,72.723, 0.595, 0.659
12__sgt._peppers_lonely_hearts_club_band_reprise.wav.txt,78.869, 0.498, 0.649
12__wait.wav.txt,136.600, 0.548, 0.612
12__you_cant_do_that.wav.txt,157.430, 0.568, 0.624
12_good_oldfashioned_lover_boy.wav.txt,175.830, 0.600, 0.635
13__a_day_in_the_life.wav.txt,333.700, 0.534, 0.588
13__got_to_get_you_into_my_life.wav.txt,150.540, 0.658, 0.702
13__if_i_needed_someone.wav.txt,143.490, 0.796, 0.813
13__ill_be_back.wav.txt,140.310, 0.804, 0.831
13__not_a_second_time.wav.txt,128.190, 0.515, 0.630
13__paparazzi.wav.txt,234.470, 0.707, 0.760
13__she_came_in_through_the_bathroom_window.wav.txt,117.710, 0.675, 0.693
13__theres_a_place.wav.txt,107.630, 0.741, 0.763
13__what_youre_doing.wav.txt,150.300, 0.723, 0.744
13__yesterday.wav.txt,127.210, 0.680, 0.702
13_play_the_game.wav.txt,213.310, 0.645, 0.680
14__dizzy_miss_lizzie.wav.txt,174.050, 0.766, 0.788
14__everybodys_trying_to_be_my_baby.wav.txt,142.630, 0.771, 0.813
14__golden_slumbers.wav.txt,91.566, 0.820, 0.850
14__money.wav.txt,167.340, 0.509, 0.712
14__run_for_your_life.wav.txt,138.550, 0.730, 0.766
14__santa_donna_lucia_mobile.wav.txt,100.650, 0.757, 0.769
14__tomorrow_never_knows.wav.txt,177.120, 0.736, 0.774
14__twist_and_shout.wav.txt,152.000, 0.651, 0.690
14_hammer_to_fall.wav.txt,220.510, 0.333, 0.426
15__carry_that_weight.wav.txt,96.868, 0.857, 0.863
15__es_wird_alles_wieder_gut_herr_professor.wav.txt,151.910, 0.563, 0.655
15_friends_will_be_friends.wav.txt,248.890, 0.762, 0.775
15_seven_seas_of_rhye.wav.txt,170.470, 0.263, 0.407
16__the_end.wav.txt,139.780, 0.346, 0.389
16__zu_leise_fuXXr_mich.wav.txt,241.040, 0.412, 0.457
16_we_will_rock_you.wav.txt,122.770, 0.197, 0.206
17__duell.wav.txt,237.190, 0.571, 0.640
17__her_majesty.wav.txt,23.125, 0.527, 0.588
17_we_are_the_champions.wav.txt,181.400, 0.580, 0.687
18__zuhause.wav.txt,210.750, 0.628, 0.681
cd1__01__back_in_the_ussr.wav.txt,163.260, 0.635, 0.657
cd1__02__dear_prudence.wav.txt,236.360, 0.552, 0.563
cd1__03__glass_onion.wav.txt,138.020, 0.517, 0.524
cd1__04__obladi_oblada.wav.txt,188.900, 0.751, 0.757
cd1__07__while_my_guitar_gently_weeps.wav.txt,285.390, 0.751, 0.782
cd1__08__happiness_is_a_warm_gun.wav.txt,163.420, 0.789, 0.804
cd1__09__martha_my_dear.wav.txt,148.720, 0.684, 0.699
cd1__10__im_so_tired.wav.txt,123.270, 0.814, 0.837
cd1__11__black_bird.wav.txt,138.280, 0.577, 0.593
cd1__12__piggies.wav.txt,124.240, 0.802, 0.810
cd1__13__rocky_raccoon.wav.txt,212.780, 0.801, 0.813
cd1__15__why_dont_we_do_it_in_the_road.wav.txt,101.390, 0.789, 0.802
cd1__16__i_will.wav.txt,106.030, 0.614, 0.629
cd1__17__julia.wav.txt,173.480, 0.646, 0.664
cd2__01__birthday.wav.txt,162.890, 0.602, 0.622
cd2__02__yer_blues.wav.txt,241.090, 0.281, 0.488
cd2__03__mother_natures_son.wav.txt,167.980, 0.723, 0.755
cd2__04__everybodys_got_something_to_hide_except_me_and_m.wav.txt,144.840, 0.547, 0.572
cd2__05__sexy_sadie.wav.txt,195.390, 0.746, 0.769
cd2__06__helter_skelter.wav.txt,269.740, 0.433, 0.490
cd2__07__long_long_long.wav.txt,184.350, 0.687, 0.827
cd2__08__revolution_1.wav.txt,255.640, 0.822, 0.854
cd2__09__honey_pie.wav.txt,161.300, 0.683, 0.716
cd2__10__savoy_truffle.wav.txt,174.890, 0.620, 0.667
cd2__11__cry_baby_cry.wav.txt,181.860, 0.668, 0.729
cd2__13__good_night.wav.txt,191.650, 0.508, 0.517

Ave.,, 0.659, 0.702 

Weighted Ave.,, 0.654, 0.698 
